id_ticket,id_producto,precio,unidades
677801,106,0.98,1
677801,58,6.31,2
677801,128,3.37,1
677802,74,5.82,1
677802,45,4.11,2
677802,139,6.6,1
677803,135,8.76,1
677803,7,11.69,1
677804,139,6.6,2
677804,39,7.78,4
677804,15,9.73,2
677805,168,2.4,1
677805,96,3.18,2
677805,128,3.37,3
677806,23,9.73,1
677806,102,2.89,2
677807,5,10.71,1
677807,168,2.4,3
677807,41,6.8,2
677808,180,2.4,2
677808,6,8.76,1
677808,173,2.2,1
677809,91,2.89,1
677809,157,0.98,1
677809,137,2.89,3
677810,97,3.18,1
677810,36,7.78,2
677810,18,9.73,2
677811,20,7.39,1
677811,133,4.84,4
677811,179,2.2,1
677812,38,7.39,1
677812,81,5.33,3
677812,14,8.76,3
677813,11,11.69,3
677813,101,2.89,2
677814,142,2.69,3
677814,161,2.4,1
677814,97,3.18,2
677815,178,2.69,1
677815,65,1.47,1
677815,175,2.69,1
677816,71,5.62,2
677816,163,1.71,3
677816,103,2.89,2
677817,61,4.84,1
677817,166,2.69,1
677817,174,2.4,3
677818,61,4.84,2
677818,108,2.69,1
677818,181,2.69,3
677819,139,6.6,1
677819,136,9.73,2
677820,169,2.69,2
677820,86,3.86,1
677821,106,0.98,1
677821,139,6.6,2
677821,93,2.89,1
677822,17,7.39,2
677822,149,2.4,2
677823,56,8.27,1
677823,56,8.27,2
677823,2,8.76,1
677824,97,3.18,1
677824,92,2.89,2
677824,162,2.2,2
677825,173,2.2,2
677825,66,2.4,3
677825,96,3.18,3
677826,148,2.2,3
677826,26,9.05,1
677826,166,2.69,1
677827,104,0.98,2
677827,12,6.8,2
677828,71,5.62,2
677828,92,2.89,3
677828,106,0.98,1
677829,41,6.8,2
677829,114,3.67,2
677829,150,2.69,2
677830,48,11.69,2
677830,161,2.4,1
677831,23,9.73,1
677831,40,5.82,3
677832,136,9.73,2
677832,1,10.71,3
677832,155,2.69,3
677833,167,2.2,1
677833,56,8.27,3
677833,124,4.35,1
677834,181,2.69,2
677834,78,1.17,1
677834,146,0.49,1
677835,180,2.4,2
677835,49,9.24,2
677835,157,0.98,1
677836,184,5.62,1
677836,117,3.86,3
677837,34,7.58,2
677837,173,2.2,1
677838,26,9.05,1
677838,34,7.58,2
677839,33,7.78,1
677839,60,5.33,1
677840,174,2.4,1
677840,63,5.14,1
677840,45,4.11,2
677841,134,4.84,1
677841,82,5.33,1
677842,181,2.69,2
677842,52,8.27,2
677843,121,6.6,2
677843,157,0.98,1
677844,134,4.84,2
677844,178,2.69,1
677844,26,9.05,1
677845,31,7.39,2
677845,36,7.78,1
677846,6,8.76,1
677846,30,8.76,1
677847,170,2.2,1
677847,117,3.86,1
677848,10,7.78,1
677848,144,0.49,1
677849,26,9.05,1
677849,45,4.11,1
677849,145,0.49,2
677850,153,2.69,1
677850,96,3.18,1
677851,115,3.67,2
677851,165,2.4,1
677851,34,7.58,1
677852,165,2.4,2
677852,165,2.4,2
677852,50,8.76,2
677853,168,2.4,2
677853,158,1.76,1
677853,138,3.86,2
677854,155,2.69,1
677854,183,3.67,1
677854,55,5.33,1
677855,106,0.98,1
677855,57,8.27,1
677855,119,3.86,1
677856,140,3.37,2
677856,154,2.69,2
677856,123,3.18,3
677857,127,2.69,1
677857,7,11.69,1
677857,40,5.82,2
677858,61,4.84,2
677858,72,8.07,2
677859,56,8.27,2
677859,7,11.69,2
677859,170,2.2,1
677860,68,6.8,2
677860,37,7.78,3
677860,163,1.71,1
677861,37,7.78,1
677861,181,2.69,1
677861,102,2.89,1
677862,4,10.22,1
677862,161,2.4,1
677863,17,7.39,2
677863,179,2.2,1
677864,184,5.62,2
677864,144,0.49,2
677865,4,10.22,2
677865,76,5.33,2
677865,121,6.6,2
677866,33,7.78,2
677866,112,3.37,3
677867,63,5.14,1
677867,114,3.67,2
677867,163,1.71,1
677868,128,3.37,1
677868,133,4.84,1
677868,31,7.39,2
677869,106,0.98,1
677869,97,3.18,3
677869,74,5.82,1
677870,98,3.18,1
677870,2,8.76,1
677870,167,2.2,1
677871,27,8.07,1
677871,156,0.98,3
677872,59,6.8,2
677872,151,2.45,2
677873,38,7.39,1
677873,76,5.33,1
677874,182,2.69,1
677874,82,5.33,2
677875,120,2.89,1
677875,86,3.86,1
677876,36,7.78,1
677876,160,2.2,2
677876,45,4.11,1
677877,142,2.69,3
677877,88,2.89,1
677878,54,6.8,1
677878,138,3.86,1
677878,79,3.86,2
677879,100,3.18,1
677879,166,2.69,1
677879,117,3.86,2
677880,142,2.69,1
677880,47,6.8,3
677880,84,5.33,1
677881,69,6.31,1
677881,32,7.78,2
677882,74,5.82,1
677882,48,11.69,2
677883,119,3.86,1
677883,103,2.89,2
677883,7,11.69,1
677884,150,2.69,1
677884,137,2.89,1
677885,146,0.49,2
677885,163,1.71,2
677885,104,0.98,1
677886,64,4.84,1
677886,44,4.11,2
677886,131,8.27,1
677887,178,2.69,1
677887,8,9.73,1
677888,111,2.69,1
677888,22,5.82,1
677889,42,4.11,1
677889,10,7.78,1
677889,44,4.11,2
677890,81,5.33,1
677890,155,2.69,1
677890,90,2.89,3
677891,52,8.27,1
677891,88,2.89,2
677891,101,2.89,1
677892,172,2.69,2
677892,14,8.76,2
677892,182,2.69,1
677893,90,2.89,2
677893,5,10.71,2
677893,96,3.18,1
677894,95,3.18,2
677894,131,8.27,2
677894,175,2.69,2
677895,105,0.98,2
677895,169,2.69,1
677895,140,3.37,1
677896,129,9.73,2
677896,141,2.89,2
677897,166,2.69,1
677897,41,6.8,3
677897,141,2.89,2
677898,83,3.86,4
677898,110,2.89,1
677898,140,3.37,2
677899,10,7.78,1
677899,65,1.47,2
677899,95,3.18,1
