id_ticket,id_producto,precio,unidades
602396,130,10.02,1
602396,139,6.8,1
602397,131,8.51,1
602397,76,5.49,1
602397,164,2.27,1
602398,131,8.51,2
602398,92,2.97,2
602398,106,1.01,1
602399,147,0.5,2
602399,107,2.97,1
602399,144,0.5,2
602400,137,2.97,1
602400,156,1.01,3
602401,17,7.6,2
602401,19,8.01,3
602402,138,3.98,2
602402,70,7.3,2
602402,151,2.52,2
602403,127,2.77,1
602403,108,2.77,1
602403,114,3.78,2
602404,108,2.77,3
602404,153,2.77,3
602405,24,8.81,1
602405,82,5.49,1
602405,134,4.99,1
602406,87,2.97,3
602406,35,8.01,2
602406,143,0.5,2
602407,112,3.47,2
602407,106,1.01,3
602408,117,3.98,1
602408,19,8.01,3
602409,38,7.6,1
602409,90,2.97,2
602410,181,2.77,2
602410,146,0.5,2
602410,182,2.77,1
602411,159,2.27,1
602411,184,5.79,3
602411,13,11.03,2
602412,139,6.8,1
602412,169,2.77,2
602412,76,5.49,3
602413,165,2.47,2
602413,3,13.04,1
602413,181,2.77,1
602414,98,3.27,1
602414,139,6.8,2
602415,133,4.99,2
602415,72,8.31,3
602415,126,2.97,1
602416,79,3.98,1
602416,182,2.77,2
602417,124,4.48,3
602417,113,3.98,1
602418,83,3.98,1
602418,70,7.3,1
602419,5,11.03,2
602419,30,9.01,1
602419,150,2.77,1
602420,167,2.27,1
602420,82,5.49,3
602420,31,7.6,2
602421,19,8.01,1
602421,6,9.01,1
602421,166,2.77,1
602422,54,7.0,2
602422,129,10.02,1
602423,148,2.27,1
602423,131,8.51,1
602424,108,2.77,1
602424,42,4.23,1
602424,175,2.77,2
602425,127,2.77,1
602425,122,4.99,1
602425,113,3.98,2
602426,178,2.77,2
602426,91,2.97,1
602427,20,7.6,3
602427,133,4.99,1
602427,117,3.98,2
602428,163,1.76,1
602428,70,7.3,2
602428,95,3.27,2
602429,156,1.01,2
602429,40,5.99,2
602430,36,8.01,3
602430,117,3.98,3
602431,172,2.77,2
602431,110,2.97,3
602431,103,2.97,1
602432,23,10.02,1
602432,145,0.5,1
602432,109,3.47,2
602433,76,5.49,2
602433,64,4.99,5
602433,181,2.77,1
602434,90,2.97,1
602434,159,2.27,1
602435,49,9.52,2
602435,57,8.51,1
602436,66,2.47,1
602436,161,2.47,1
602437,146,0.5,2
602437,75,4.99,1
602438,40,5.99,1
602438,7,12.04,3
602439,12,7.0,2
602439,31,7.6,2
602440,55,5.49,1
602440,23,10.02,1
602441,4,10.52,1
602441,156,1.01,1
602441,184,5.79,1
602442,101,2.97,2
602442,19,8.01,1
602443,140,3.47,2
602443,133,4.99,2
602443,113,3.98,1
602444,181,2.77,2
602444,102,2.97,2
602445,86,3.98,2
602445,41,7.0,1
602446,3,13.04,1
602446,61,4.99,1
602446,78,1.21,1
602447,164,2.27,2
602447,33,8.01,1
602448,117,3.98,2
602448,160,2.27,1
602448,90,2.97,2
602449,167,2.27,1
602449,182,2.77,2
602449,89,2.97,2
602450,1,11.03,1
602450,45,4.23,3
602451,156,1.01,2
602451,132,8.51,2
602451,179,2.27,1
602452,41,7.0,2
602452,104,1.01,1
602452,131,8.51,1
602453,69,6.5,1
602453,9,10.02,2
602453,168,2.47,1
602454,153,2.77,1
602454,116,2.97,1
602454,58,6.5,1
602455,170,2.27,3
602455,28,9.01,3
602455,49,9.52,1
602456,179,2.27,4
602456,107,2.97,1
602456,81,5.49,1
602457,102,2.97,1
602457,161,2.47,1
602457,73,5.49,2
602458,4,10.52,1
602458,32,8.01,2
602458,121,6.8,1
602459,166,2.77,1
602459,127,2.77,1
602459,170,2.27,1
602460,114,3.78,2
602460,177,2.47,2
602461,67,8.01,1
602461,59,7.0,1
602461,156,1.01,1
602462,33,8.01,1
602462,116,2.97,1
