id_ticket,id_producto,precio,unidades
75348,91,2.74,1
75348,50,8.31,2
75348,140,3.2,3
75349,180,2.28,2
75349,71,5.34,2
75350,92,2.74,3
75350,30,8.31,2
75350,96,3.02,1
75351,92,2.74,2
75351,54,6.45,1
75351,80,5.06,1
75352,10,7.38,3
75352,165,2.28,1
75353,127,2.55,1
75353,7,11.1,2
75353,110,2.74,2
75354,106,0.93,1
75354,30,8.31,2
75355,28,8.31,1
75355,66,2.28,1
75355,93,2.74,2
75356,161,2.28,2
75356,129,9.24,2
75356,41,6.45,1
75357,84,5.06,3
75357,140,3.2,1
75358,36,7.38,1
75358,141,2.74,1
75358,3,12.03,2
75359,157,0.93,2
75359,172,2.55,1
75360,131,7.85,2
75360,116,2.74,1
75360,109,3.2,1
75361,176,2.09,2
75361,150,2.55,1
75362,92,2.74,2
75362,73,5.06,1
75362,136,9.24,2
75363,103,2.74,1
75363,173,2.09,3
75364,34,7.2,1
75364,25,8.31,1
75364,95,3.02,1
75365,112,3.2,2
75365,78,1.11,2
75366,145,0.46,2
75366,89,2.74,2
75366,160,2.09,1
75367,37,7.38,1
75367,29,7.38,1
75367,101,2.74,1
75368,175,2.55,1
75368,74,5.53,2
75368,49,8.78,1
75369,65,1.39,1
75369,73,5.06,2
75369,43,3.9,2
75370,90,2.74,2
75370,61,4.6,1
75370,146,0.46,1
75371,26,8.59,2
75371,115,3.48,2
75371,64,4.6,1
75372,63,4.88,2
75372,158,1.67,1
75373,60,5.06,2
75373,30,8.31,3
75374,169,2.55,1
75374,61,4.6,1
75374,57,7.85,1
75375,156,0.93,2
75375,49,8.78,2
75376,97,3.02,1
75376,151,2.32,1
75377,79,3.67,2
75377,9,9.24,4
75378,176,2.09,1
75378,71,5.34,2
75378,49,8.78,2
75379,75,4.6,1
75379,168,2.28,1
75380,53,6.45,1
75380,17,7.01,1
75380,6,8.31,3
75381,43,3.9,2
75381,171,2.28,1
75381,3,12.03,3
75382,57,7.85,1
75382,47,6.45,4
75382,182,2.55,1
75383,10,7.38,4
75383,112,3.2,2
75383,79,3.67,1
75384,119,3.67,1
75384,64,4.6,2
75384,131,7.85,1
75385,154,2.55,1
75385,183,3.48,2
75385,121,6.27,2
75386,84,5.06,2
75386,5,10.17,2
75386,55,5.06,1
75387,111,2.55,2
75387,15,9.24,1
75387,154,2.55,1
75388,160,2.09,2
75388,9,9.24,2
75388,89,2.74,1
75389,100,3.02,2
75389,182,2.55,1
75389,148,2.09,1
75390,146,0.46,1
75390,69,5.99,1
