id_ticket,id_producto,precio,unidades
150673,1,10.66,1
150673,39,7.74,1
150674,14,8.71,2
150674,62,6.77,1
150674,131,8.23,1
150675,125,3.36,3
150675,85,3.36,1
150675,91,2.87,1
150676,51,6.77,2
150676,98,3.16,2
150677,129,9.69,3
150677,35,7.74,2
150678,26,9.01,2
150678,38,7.35,1
150679,101,2.87,3
150679,111,2.68,3
150679,165,2.39,2
150680,182,2.68,4
150680,48,11.63,2
150681,128,3.36,2
150681,182,2.68,1
150682,181,2.68,2
150682,26,9.01,2
150683,22,5.79,1
150683,163,1.7,1
150684,1,10.66,1
150684,49,9.2,2
150685,98,3.16,2
150685,29,7.74,3
150686,71,5.6,1
150686,35,7.74,2
150687,175,2.68,1
150687,15,9.69,2
150687,81,5.31,1
150688,64,4.82,1
150688,173,2.19,2
150688,117,3.85,2
150689,106,0.97,2
150689,149,2.39,1
150689,166,2.68,1
150690,97,3.16,2
150690,18,9.69,2
150690,44,4.09,2
150691,30,8.71,1
150691,21,6.77,3
150691,91,2.87,1
150692,180,2.39,2
150692,177,2.39,3
150693,88,2.87,1
150693,75,4.82,1
150694,84,5.31,2
150694,174,2.39,1
150694,7,11.63,1
150695,111,2.68,1
150695,58,6.28,1
150696,81,5.31,1
150696,52,8.23,1
150697,124,4.33,3
150697,38,7.35,1
150697,144,0.49,1
150698,66,2.39,1
150698,14,8.71,3
150698,134,4.82,1
150699,85,3.36,1
150699,71,5.6,4
150700,34,7.55,2
150700,12,6.77,2
150700,20,7.35,2
150701,107,2.87,3
150701,68,6.77,1
150702,6,8.71,2
150702,93,2.87,1
150702,82,5.31,4
150703,112,3.36,2
150703,78,1.17,2
150703,20,7.35,4
150704,49,9.2,2
150704,3,12.61,2
150705,25,8.71,1
150705,38,7.35,2
150705,27,8.03,3
150706,162,2.19,1
150706,163,1.7,1
150707,91,2.87,1
150707,167,2.19,1
150707,101,2.87,2
150708,32,7.74,1
150708,107,2.87,3
150709,176,2.19,2
150709,136,9.69,1
150709,57,8.23,2
150710,136,9.69,1
150710,134,4.82,3
150710,7,11.63,1
150711,113,3.85,1
150711,58,6.28,2
150711,116,2.87,3
150712,18,9.69,2
150712,96,3.16,1
150713,59,6.77,2
150713,184,5.6,2
150713,171,2.39,2
150714,103,2.87,3
150714,24,8.52,1
150714,151,2.43,1
150715,133,4.82,2
150715,89,2.87,1
150715,45,4.09,1
150716,105,0.97,1
150716,28,8.71,1
150716,42,4.09,1
150717,81,5.31,1
150717,182,2.68,2
150717,139,6.57,2
150718,26,9.01,1
150718,146,0.49,1
150719,105,0.97,2
150719,1,10.66,2
150719,64,4.82,1
150720,73,5.31,1
150720,102,2.87,1
150721,93,2.87,1
150721,68,6.77,3
150721,4,10.17,1
150722,90,2.87,1
150722,56,8.23,1
150722,92,2.87,2
150723,6,8.71,1
150723,15,9.69,1
150724,64,4.82,3
150724,65,1.46,2
150724,168,2.39,1
150725,49,9.2,2
150725,35,7.74,1
150725,61,4.82,1
150726,178,2.68,1
150726,18,9.69,1
150727,16,7.74,3
150727,140,3.36,1
150728,127,2.68,2
150728,44,4.09,1
150728,77,4.82,2
150729,161,2.39,2
150729,35,7.74,2
150729,58,6.28,3
150730,69,6.28,2
150730,8,9.69,1
150731,121,6.57,1
150731,67,7.74,2
150732,50,8.71,1
150732,134,4.82,1
150732,72,8.03,2
150733,41,6.77,3
150733,40,5.79,1
150734,148,2.19,2
150734,148,2.19,1
150734,113,3.85,1
150735,11,11.63,2
150735,85,3.36,3
150735,120,2.87,2
150736,161,2.39,1
150736,2,8.71,2
150736,4,10.17,2
150737,145,0.49,3
150737,162,2.19,3
150738,182,2.68,2
150738,66,2.39,1
150738,165,2.39,1
150739,80,5.31,3
150739,120,2.87,1
150740,175,2.68,2
150740,101,2.87,1
150741,117,3.85,1
150741,20,7.35,2
150742,136,9.69,2
150742,78,1.17,3
150743,127,2.68,1
150743,11,11.63,1
150743,97,3.16,2
150744,149,2.39,4
150744,67,7.74,2
150744,95,3.16,1
150745,77,4.82,2
150745,46,8.71,2
150745,180,2.39,1
150746,36,7.74,1
150746,53,6.77,1
150746,177,2.39,2
150747,108,2.68,3
150747,173,2.19,1
150748,54,6.77,1
150748,113,3.85,1
150749,13,10.66,2
150749,179,2.19,2
150749,135,8.71,1
150750,20,7.35,1
150750,28,8.71,1
150750,85,3.36,1
150751,178,2.68,1
150751,147,0.49,3
150751,93,2.87,1
150752,121,6.57,1
150752,32,7.74,2
150752,155,2.68,1
150753,7,11.63,1
150753,33,7.74,1
150753,13,10.66,1
150754,11,11.63,2
150754,103,2.87,1
150754,162,2.19,1
150755,28,8.71,1
150755,183,3.65,2
150755,10,7.74,2
150756,116,2.87,1
150756,152,2.68,1
150756,46,8.71,3
150757,91,2.87,1
150757,122,4.82,1
150757,69,6.28,3
150758,182,2.68,2
150758,24,8.52,1
150759,21,6.77,1
150759,18,9.69,3
150759,107,2.87,4
150760,11,11.63,1
150760,54,6.77,3
150761,144,0.49,1
150761,72,8.03,1
150761,129,9.69,2
150762,149,2.39,2
150762,129,9.69,1
150762,66,2.39,1
150763,164,2.19,1
150763,154,2.68,1
150763,110,2.87,2
150764,78,1.17,2
150764,80,5.31,1
150764,2,8.71,1
150765,56,8.23,1
150765,169,2.68,3
150765,151,2.43,2
150766,110,2.87,2
150766,10,7.74,1
150766,130,9.69,1
150767,102,2.87,1
150767,47,6.77,1
150768,128,3.36,3
150768,76,5.31,1
150769,174,2.39,2
150769,25,8.71,1
150769,182,2.68,2
150770,47,6.77,1
