id_ticket,id_producto,precio,unidades
527070,88,2.79,2
527071,124,4.2,2
527071,75,4.68,1
527071,7,11.29,1
527072,144,0.47,2
527072,180,2.32,1
527072,179,2.13,3
527073,157,0.94,1
527073,46,8.46,1
527074,119,3.73,2
527074,123,3.07,2
527074,45,3.97,2
527075,11,11.29,2
527075,24,8.27,3
527075,87,2.79,1
527076,15,9.4,1
527076,97,3.07,2
527076,118,9.4,2
527077,94,3.07,2
527077,143,0.47,2
527078,2,8.46,1
527078,4,9.87,1
527078,84,5.15,1
527079,38,7.13,2
527079,115,3.54,3
527079,145,0.47,1
527080,158,1.7,3
527080,11,11.29,2
527081,108,2.6,3
527081,55,5.15,1
527082,169,2.6,1
527082,156,0.94,2
527083,159,2.13,1
527083,49,8.93,2
527083,23,9.4,2
527084,120,2.79,1
527084,129,9.4,1
527084,3,12.24,2
527085,113,3.73,3
527085,92,2.79,2
527085,157,0.94,2
527086,74,5.62,2
527086,48,11.29,1
527086,119,3.73,2
527087,27,7.8,1
527087,75,4.68,1
527087,76,5.15,1
527088,34,7.32,2
527088,23,9.4,3
527088,9,9.4,1
527089,168,2.32,1
527089,94,3.07,2
527090,9,9.4,3
527090,82,5.15,2
527091,50,8.46,3
527091,149,2.32,1
527091,146,0.47,1
527092,69,6.09,4
527092,138,3.73,1
527092,98,3.07,2
527093,123,3.07,2
527093,68,6.57,1
527094,101,2.79,2
527094,31,7.13,1
527094,28,8.46,1
527095,67,7.51,1
527095,136,9.4,1
527095,37,7.51,2
527096,47,6.57,2
527096,99,3.07,1
527097,168,2.32,1
527097,16,7.51,2
527097,111,2.6,2
527098,82,5.15,3
527098,145,0.47,2
527099,81,5.15,1
527099,58,6.09,1
527100,13,10.35,1
527100,40,5.62,3
527100,161,2.32,1
527101,25,8.46,1
527101,7,11.29,1
527102,81,5.15,1
527102,72,7.8,2
527102,138,3.73,1
527103,51,6.57,2
527103,155,2.6,2
527103,33,7.51,2
527104,113,3.73,2
527104,176,2.13,1
527104,140,3.26,1
527105,173,2.13,3
527105,27,7.8,1
527105,59,6.57,2
527106,124,4.2,1
527106,80,5.15,2
527107,16,7.51,2
527107,162,2.13,1
527108,124,4.2,1
527108,24,8.27,1
527109,178,2.6,1
527109,48,11.29,4
527109,46,8.46,1
527110,89,2.79,2
527110,71,5.43,2
527110,106,0.94,3
527111,82,5.15,3
527111,51,6.57,1
527112,54,6.57,1
527112,5,10.35,1
527112,57,7.98,2
527113,141,2.79,2
527113,180,2.32,2
