id_ticket,id_producto,precio,unidades
1,167,2.13,1
1,90,2.8,1
2,137,2.8,1
2,22,5.64,2
2,15,9.43,2
3,24,8.29,3
3,16,7.53,2
3,168,2.32,1
4,87,2.8,2
4,42,3.98,1
5,134,4.69,1
5,47,6.59,1
5,95,3.08,1
6,90,2.8,2
6,150,2.61,3
6,151,2.37,2
7,38,7.16,1
7,168,2.32,1
8,5,10.38,1
8,114,3.55,1
9,99,3.08,1
9,56,8.01,2
9,54,6.59,1
10,4,9.9,4
10,103,2.8,3
10,161,2.32,1
11,49,8.96,2
11,180,2.32,1
11,156,0.95,1
12,159,2.13,1
12,177,2.32,3
13,36,7.53,1
13,27,7.82,2
13,122,4.69,2
14,80,5.17,2
14,76,5.17,1
14,120,2.8,2
15,171,2.32,1
15,46,8.48,1
15,127,2.61,1
16,42,3.98,2
16,170,2.13,1
16,102,2.8,3
17,99,3.08,1
17,53,6.59,2
17,119,3.74,1
18,122,4.69,1
18,179,2.13,3
18,155,2.61,1
19,99,3.08,1
19,25,8.48,1
19,31,7.16,3
20,173,2.13,2
20,21,6.59,2
20,89,2.8,2
21,86,3.74,2
21,76,5.17,1
21,91,2.8,1
22,139,6.4,3
22,138,3.74,3
23,67,7.53,4
23,45,3.98,1
23,53,6.59,1
24,19,7.53,1
24,180,2.32,2
24,114,3.55,3
25,176,2.13,1
25,18,9.43,2
25,121,6.4,2
26,111,2.61,3
26,116,2.8,2
27,152,2.61,1
27,174,2.32,2
28,153,2.61,2
28,177,2.32,1
28,166,2.61,2
29,130,9.43,2
29,118,9.43,1
29,75,4.69,1
30,179,2.13,1
30,139,6.4,3
30,165,2.32,1
31,64,4.69,1
31,127,2.61,1
31,22,5.64,2
32,49,8.96,1
32,84,5.17,2
32,34,7.35,1
33,58,6.11,1
33,173,2.13,1
33,149,2.32,2
34,56,8.01,2
34,34,7.35,1
34,115,3.55,1
35,116,2.8,3
35,48,11.33,1
35,115,3.55,2
36,124,4.22,1
36,162,2.13,2
36,47,6.59,2
37,136,9.43,2
37,10,7.53,1
38,60,5.17,2
38,179,2.13,1
39,101,2.8,1
39,39,7.53,1
40,182,2.61,3
40,5,10.38,2
40,172,2.61,1
41,151,2.37,2
41,127,2.61,2
41,157,0.95,1
42,31,7.16,3
42,182,2.61,2
43,12,6.59,3
43,114,3.55,1
43,132,8.01,1
44,137,2.8,1
44,28,8.48,2
45,142,2.61,1
45,118,9.43,1
45,74,5.64,2
46,179,2.13,3
46,156,0.95,2
46,48,11.33,1
47,104,0.95,2
47,150,2.61,1
48,85,3.27,2
48,152,2.61,1
49,85,3.27,2
49,29,7.53,1
49,2,8.48,2
50,172,2.61,1
50,123,3.08,3
50,27,7.82,2
51,169,2.61,2
51,119,3.74,2
51,118,9.43,1
52,146,0.47,2
52,57,8.01,1
52,124,4.22,2
53,49,8.96,1
53,128,3.27,1
53,166,2.61,2
54,58,6.11,3
54,49,8.96,1
55,154,2.61,2
55,29,7.53,1
55,17,7.16,4
56,97,3.08,1
56,147,0.47,1
57,92,2.8,1
57,27,7.82,1
57,23,9.43,2
58,35,7.53,1
58,174,2.32,1
58,40,5.64,3
59,100,3.08,1
59,97,3.08,1
60,39,7.53,2
60,171,2.32,2
60,138,3.74,1
61,121,6.4,1
61,156,0.95,1
62,145,0.47,1
62,168,2.32,2
62,91,2.8,1
63,21,6.59,1
63,122,4.69,2
63,161,2.32,2
64,65,1.42,1
64,65,1.42,1
65,161,2.32,2
65,159,2.13,2
65,88,2.8,2
66,48,11.33,1
66,2,8.48,1
66,138,3.74,1
67,17,7.16,1
67,148,2.13,2
68,81,5.17,2
68,57,8.01,2
68,16,7.53,2
69,53,6.59,3
69,177,2.32,1
70,18,9.43,2
70,38,7.16,1
71,53,6.59,2
71,118,9.43,1
71,110,2.8,1
72,41,6.59,2
72,18,9.43,1
72,160,2.13,2
73,80,5.17,1
73,36,7.53,1
73,22,5.64,1
74,126,2.8,1
74,25,8.48,2
74,182,2.61,1
75,1,10.38,3
75,5,10.38,2
75,119,3.74,3
76,94,3.08,2
76,61,4.69,1
77,56,8.01,3
77,179,2.13,2
78,62,6.59,1
78,87,2.8,3
78,173,2.13,1
79,155,2.61,2
79,75,4.69,2
79,96,3.08,2
80,147,0.47,1
80,117,3.74,2
80,118,9.43,1
81,126,2.8,3
81,40,5.64,2
82,136,9.43,1
82,78,1.14,2
82,63,4.98,1
83,61,4.69,1
83,94,3.08,3
84,81,5.17,1
84,38,7.16,2
84,74,5.64,1
85,37,7.53,3
85,95,3.08,1
85,118,9.43,2
86,160,2.13,1
86,164,2.13,1
86,141,2.8,2
87,126,2.8,2
87,84,5.17,1
87,90,2.8,3
88,181,2.61,1
88,170,2.13,1
88,14,8.48,3
89,36,7.53,1
89,92,2.8,1
90,136,9.43,1
90,49,8.96,2
90,25,8.48,1
91,97,3.08,2
91,105,0.95,1
91,37,7.53,3
92,22,5.64,1
92,75,4.69,3
92,180,2.32,1
93,156,0.95,2
93,145,0.47,2
93,110,2.8,2
94,101,2.8,1
94,86,3.74,1
95,92,2.8,1
95,16,7.53,1
95,143,0.47,2
96,81,5.17,2
96,181,2.61,2
96,140,3.27,3
97,135,8.48,1
97,105,0.95,1
98,172,2.61,2
98,46,8.48,2
98,47,6.59,3
99,34,7.35,1
99,178,2.61,2
100,75,4.69,3
100,171,2.32,1
100,69,6.11,1
101,18,9.43,3
101,95,3.08,1
102,147,0.47,3
102,103,2.8,1
103,89,2.8,2
103,51,6.59,1
103,136,9.43,1
104,149,2.32,2
104,19,7.53,2
104,184,5.45,2
105,160,2.13,1
105,15,9.43,3
105,154,2.61,3
106,78,1.14,3
106,140,3.27,3
107,47,6.59,1
107,25,8.48,1
107,20,7.16,2
108,66,2.32,2
108,80,5.17,2
109,113,3.74,2
109,120,2.8,1
109,182,2.61,3
110,119,3.74,1
110,125,3.27,3
110,173,2.13,1
111,25,8.48,1
111,184,5.45,2
112,89,2.8,1
112,2,8.48,1
112,101,2.8,2
113,10,7.53,1
113,104,0.95,3
114,105,0.95,2
114,177,2.32,1
114,157,0.95,1
115,100,3.08,2
115,125,3.27,3
115,129,9.43,1
116,172,2.61,1
116,151,2.37,1
116,64,4.69,2
117,11,11.33,1
117,102,2.8,1
117,162,2.13,3
118,181,2.61,2
118,15,9.43,1
119,119,3.74,2
119,126,2.8,1
119,49,8.96,2
120,15,9.43,2
120,152,2.61,1
121,131,8.01,3
121,12,6.59,2
122,71,5.45,3
122,58,6.11,1
122,1,10.38,1
123,141,2.8,2
123,56,8.01,1
124,36,7.53,1
124,101,2.8,2
124,110,2.8,1
125,144,0.47,2
125,34,7.35,2
125,47,6.59,2
126,71,5.45,1
126,116,2.8,1
126,108,2.61,4
127,118,9.43,3
127,37,7.53,1
128,65,1.42,3
128,156,0.95,2
129,8,9.43,1
129,11,11.33,3
129,116,2.8,2
130,83,3.74,4
130,46,8.48,3
131,154,2.61,1
131,138,3.74,1
132,65,1.42,1
132,167,2.13,1
132,62,6.59,1
133,100,3.08,1
133,71,5.45,3
133,149,2.32,1
134,42,3.98,2
134,106,0.95,1
134,77,4.69,2
135,143,0.47,1
135,71,5.45,2
135,29,7.53,2
136,1,10.38,2
136,170,2.13,1
136,68,6.59,1
137,24,8.29,3
137,43,3.98,2
137,113,3.74,1
138,64,4.69,1
138,25,8.48,2
138,26,8.77,1
139,38,7.16,1
139,46,8.48,1
139,1,10.38,3
140,91,2.8,1
140,95,3.08,2
140,139,6.4,3
141,170,2.13,3
141,120,2.8,2
141,81,5.17,1
142,61,4.69,3
142,183,3.55,2
143,24,8.29,1
143,136,9.43,2
143,176,2.13,3
144,151,2.37,2
144,149,2.32,2
145,77,4.69,1
145,50,8.48,2
146,26,8.77,1
146,133,4.69,1
147,11,11.33,2
147,23,9.43,1
