id_ticket,id_producto,precio,unidades
225928,29,7.68,1
225928,24,8.46,2
225929,26,8.94,1
225929,173,2.17,1
225929,153,2.66,2
225930,77,4.78,1
225930,64,4.78,2
225930,70,7.01,1
225931,61,4.78,2
225931,103,2.85,1
225932,57,8.17,2
225932,168,2.37,2
225932,49,9.13,1
225933,171,2.37,2
225933,6,8.65,1
225933,56,8.17,2
225934,173,2.17,3
225934,77,4.78,2
225935,23,9.62,2
225935,15,9.62,1
225935,51,6.72,3
225936,110,2.85,1
225936,59,6.72,1
225936,53,6.72,3
225937,59,6.72,1
225937,41,6.72,1
225937,149,2.37,1
225938,148,2.17,2
225938,11,11.55,1
225939,151,2.42,1
225939,105,0.97,2
225940,43,4.06,2
225940,60,5.27,1
225941,54,6.72,2
225941,134,4.78,1
225941,57,8.17,3
225942,30,8.65,1
225942,78,1.16,1
225943,152,2.66,1
225943,121,6.52,1
225943,105,0.97,1
225944,123,3.14,3
225944,148,2.17,3
225944,125,3.33,2
225945,59,6.72,1
225945,159,2.17,3
225945,42,4.06,3
225946,164,2.17,1
225946,94,3.14,2
225947,20,7.3,1
225947,166,2.66,3
225948,135,8.65,2
225948,91,2.85,2
225949,63,5.07,2
225949,49,9.13,1
225950,118,9.62,2
225950,50,8.65,2
225950,105,0.97,1
225951,78,1.16,2
225951,93,2.85,2
225951,104,0.97,3
225952,1,10.58,1
225952,142,2.66,2
225952,118,9.62,2
225953,126,2.85,4
225953,59,6.72,1
225954,133,4.78,2
225954,95,3.14,1
225954,61,4.78,2
225955,10,7.68,2
225955,12,6.72,3
225955,92,2.85,2
225956,81,5.27,1
225956,146,0.48,2
225957,18,9.62,1
225957,55,5.27,2
225957,145,0.48,1
225958,22,5.75,3
225958,80,5.27,1
225958,68,6.72,3
225959,27,7.97,2
225959,64,4.78,1
225959,50,8.65,1
225960,177,2.37,1
225960,143,0.48,1
225960,37,7.68,1
225961,105,0.97,1
225961,44,4.06,2
225961,87,2.85,2
225962,49,9.13,1
225962,97,3.14,3
225962,58,6.23,1
225963,141,2.85,3
225963,69,6.23,1
225963,48,11.55,2
225964,34,7.49,2
225964,120,2.85,1
225964,10,7.68,2
225965,123,3.14,2
225965,152,2.66,3
225965,125,3.33,1
225966,136,9.62,1
225966,19,7.68,2
225966,104,0.97,1
225967,82,5.27,1
225967,35,7.68,2
225967,90,2.85,1
225968,100,3.14,2
225968,51,6.72,1
225969,127,2.66,1
225969,35,7.68,2
225969,184,5.56,1
225970,132,8.17,4
225970,117,3.82,1
225970,45,4.06,1
225971,152,2.66,1
225971,99,3.14,1
225972,144,0.48,1
225972,80,5.27,2
225972,56,8.17,1
225973,7,11.55,1
225973,107,2.85,1
225973,162,2.17,4
225974,29,7.68,3
225974,90,2.85,1
225975,127,2.66,3
225975,122,4.78,1
225976,3,12.52,2
225976,85,3.33,2
225976,167,2.17,1
225977,21,6.72,3
225977,69,6.23,1
225977,133,4.78,1
225978,133,4.78,2
225978,102,2.85,2
225978,10,7.68,1
225979,37,7.68,1
225979,94,3.14,1
225979,4,10.1,2
225980,147,0.48,1
225980,15,9.62,1
225980,78,1.16,1
225981,125,3.33,1
225981,166,2.66,3
225981,4,10.1,3
225982,104,0.97,1
225982,3,12.52,1
225982,134,4.78,2
225983,22,5.75,1
225983,16,7.68,1
225984,38,7.3,3
225984,182,2.66,2
225984,27,7.97,1
225985,76,5.27,2
225985,86,3.82,1
225985,108,2.66,1
225986,127,2.66,1
225986,174,2.37,2
225987,96,3.14,1
225987,112,3.33,1
225987,12,6.72,1
225988,103,2.85,3
225988,49,9.13,1
225989,94,3.14,1
225989,45,4.06,1
225990,21,6.72,1
225990,128,3.33,1
225990,181,2.66,3
225991,43,4.06,1
